,countryiso3code,country,date,life_expectancy,gdp_per_capita,health_expenditure,unemployment_rate,log_gdp,le_group,unem_group
258,,Low income,2022,63.4583410155387,10324.5193124329,40.264442766294,5.672232196208,9.242276861048913,High,Low Unemployment
259,,Low income,2022,63.4583410155387,10324.5193124329,40.264442766294,4.77300365505371,9.242276861048913,High,Low Unemployment
260,,Low income,2022,63.4583410155387,10324.5193124329,40.264442766294,,9.242276861048913,High,
261,,Low income,2022,63.4583410155387,10324.5193124329,40.264442766294,6.0139105551006,9.242276861048913,High,Low Unemployment
262,,Low income,2022,63.4583410155387,10324.5193124329,93.7196113288266,4.50967085383543,9.242276861048913,High,Low Unemployment
263,,Low income,2022,63.4583410155387,10324.5193124329,93.7196113288266,5.672232196208,9.242276861048913,High,Low Unemployment
264,,Low income,2022,63.4583410155387,10324.5193124329,93.7196113288266,4.77300365505371,9.242276861048913,High,Low Unemployment
265,,Low income,2022,63.4583410155387,10324.5193124329,93.7196113288266,,9.242276861048913,High,
266,,Low income,2022,63.4583410155387,10324.5193124329,93.7196113288266,6.0139105551006,9.242276861048913,High,Low Unemployment
267,,Low income,2022,63.4583410155387,10324.5193124329,,4.50967085383543,9.242276861048913,High,Low Unemployment
268,,Low income,2022,63.4583410155387,10324.5193124329,,5.672232196208,9.242276861048913,High,Low Unemployment
269,,Low income,2022,63.4583410155387,10324.5193124329,,4.77300365505371,9.242276861048913,High,Low Unemployment
270,,Low income,2022,63.4583410155387,10324.5193124329,,,9.242276861048913,High,
271,,Low income,2022,63.4583410155387,10324.5193124329,,6.0139105551006,9.242276861048913,High,Low Unemployment
272,,Low income,2022,63.4583410155387,10324.5193124329,618.84502765484,4.50967085383543,9.242276861048913,High,Low Unemployment
273,,Low income,2022,63.4583410155387,10324.5193124329,618.84502765484,5.672232196208,9.242276861048913,High,Low Unemployment
274,,Low income,2022,63.4583410155387,10324.5193124329,618.84502765484,4.77300365505371,9.242276861048913,High,Low Unemployment
275,,Low income,2022,63.4583410155387,10324.5193124329,618.84502765484,,9.242276861048913,High,
276,,Low income,2022,63.4583410155387,10324.5193124329,618.84502765484,6.0139105551006,9.242276861048913,High,Low Unemployment
277,,Lower middle income,2022,69.3010946755529,46553.1150181383,5837.66878621092,4.50967085383543,10.74834919814921,High,Low Unemployment
278,,Lower middle income,2022,69.3010946755529,46553.1150181383,5837.66878621092,5.672232196208,10.74834919814921,High,Low Unemployment
279,,Lower middle income,2022,69.3010946755529,46553.1150181383,5837.66878621092,4.77300365505371,10.74834919814921,High,Low Unemployment
280,,Lower middle income,2022,69.3010946755529,46553.1150181383,5837.66878621092,,10.74834919814921,High,
281,,Lower middle income,2022,69.3010946755529,46553.1150181383,5837.66878621092,6.0139105551006,10.74834919814921,High,Low Unemployment
282,,Lower middle income,2022,69.3010946755529,46553.1150181383,40.264442766294,4.50967085383543,10.74834919814921,High,Low Unemployment
283,,Lower middle income,2022,69.3010946755529,46553.1150181383,40.264442766294,5.672232196208,10.74834919814921,High,Low Unemployment
284,,Lower middle income,2022,69.3010946755529,46553.1150181383,40.264442766294,4.77300365505371,10.74834919814921,High,Low Unemployment
285,,Lower middle income,2022,69.3010946755529,46553.1150181383,40.264442766294,,10.74834919814921,High,
286,,Lower middle income,2022,69.3010946755529,46553.1150181383,40.264442766294,6.0139105551006,10.74834919814921,High,Low Unemployment
287,,Lower middle income,2022,69.3010946755529,46553.1150181383,93.7196113288266,4.50967085383543,10.74834919814921,High,Low Unemployment
288,,Lower middle income,2022,69.3010946755529,46553.1150181383,93.7196113288266,5.672232196208,10.74834919814921,High,Low Unemployment
289,,Lower middle income,2022,69.3010946755529,46553.1150181383,93.7196113288266,4.77300365505371,10.74834919814921,High,Low Unemployment
290,,Lower middle income,2022,69.3010946755529,46553.1150181383,93.7196113288266,,10.74834919814921,High,
291,,Lower middle income,2022,69.3010946755529,46553.1150181383,93.7196113288266,6.0139105551006,10.74834919814921,High,Low Unemployment
292,,Lower middle income,2022,69.3010946755529,46553.1150181383,,4.50967085383543,10.74834919814921,High,Low Unemployment
293,,Lower middle income,2022,69.3010946755529,46553.1150181383,,5.672232196208,10.74834919814921,High,Low Unemployment
294,,Lower middle income,2022,69.3010946755529,46553.1150181383,,4.77300365505371,10.74834919814921,High,Low Unemployment
295,,Lower middle income,2022,69.3010946755529,46553.1150181383,,,10.74834919814921,High,
296,,Lower middle income,2022,69.3010946755529,46553.1150181383,,6.0139105551006,10.74834919814921,High,Low Unemployment
297,,Lower middle income,2022,69.3010946755529,46553.1150181383,618.84502765484,4.50967085383543,10.74834919814921,High,Low Unemployment
298,,Lower middle income,2022,69.3010946755529,46553.1150181383,618.84502765484,5.672232196208,10.74834919814921,High,Low Unemployment
299,,Lower middle income,2022,69.3010946755529,46553.1150181383,618.84502765484,4.77300365505371,10.74834919814921,High,Low Unemployment
300,,Lower middle income,2022,69.3010946755529,46553.1150181383,618.84502765484,,10.74834919814921,High,
301,,Lower middle income,2022,69.3010946755529,46553.1150181383,618.84502765484,6.0139105551006,10.74834919814921,High,Low Unemployment
302,,Lower middle income,2022,69.3010946755529,734.204117595357,5837.66878621092,4.50967085383543,6.598787079321806,High,Low Unemployment
303,,Lower middle income,2022,69.3010946755529,734.204117595357,5837.66878621092,5.672232196208,6.598787079321806,High,Low Unemployment
304,,Lower middle income,2022,69.3010946755529,734.204117595357,5837.66878621092,4.77300365505371,6.598787079321806,High,Low Unemployment
305,,Lower middle income,2022,69.3010946755529,734.204117595357,5837.66878621092,,6.598787079321806,High,
306,,Lower middle income,2022,69.3010946755529,734.204117595357,5837.66878621092,6.0139105551006,6.598787079321806,High,Low Unemployment
307,,Lower middle income,2022,69.3010946755529,734.204117595357,40.264442766294,4.50967085383543,6.598787079321806,High,Low Unemployment
308,,Lower middle income,2022,69.3010946755529,734.204117595357,40.264442766294,5.672232196208,6.598787079321806,High,Low Unemployment
309,,Lower middle income,2022,69.3010946755529,734.204117595357,40.264442766294,4.77300365505371,6.598787079321806,High,Low Unemployment
310,,Lower middle income,2022,69.3010946755529,734.204117595357,40.264442766294,,6.598787079321806,High,
311,,Lower middle income,2022,69.3010946755529,734.204117595357,40.264442766294,6.0139105551006,6.598787079321806,High,Low Unemployment
312,,Lower middle income,2022,69.3010946755529,734.204117595357,93.7196113288266,4.50967085383543,6.598787079321806,High,Low Unemployment
313,,Lower middle income,2022,69.3010946755529,734.204117595357,93.7196113288266,5.672232196208,6.598787079321806,High,Low Unemployment
314,,Lower middle income,2022,69.3010946755529,734.204117595357,93.7196113288266,4.77300365505371,6.598787079321806,High,Low Unemployment
315,,Lower middle income,2022,69.3010946755529,734.204117595357,93.7196113288266,,6.598787079321806,High,
316,,Lower middle income,2022,69.3010946755529,734.204117595357,93.7196113288266,6.0139105551006,6.598787079321806,High,Low Unemployment
317,,Lower middle income,2022,69.3010946755529,734.204117595357,,4.50967085383543,6.598787079321806,High,Low Unemployment
318,,Lower middle income,2022,69.3010946755529,734.204117595357,,5.672232196208,6.598787079321806,High,Low Unemployment
319,,Lower middle income,2022,69.3010946755529,734.204117595357,,4.77300365505371,6.598787079321806,High,Low Unemployment
320,,Lower middle income,2022,69.3010946755529,734.204117595357,,,6.598787079321806,High,
321,,Lower middle income,2022,69.3010946755529,734.204117595357,,6.0139105551006,6.598787079321806,High,Low Unemployment
322,,Lower middle income,2022,69.3010946755529,734.204117595357,618.84502765484,4.50967085383543,6.598787079321806,High,Low Unemployment
323,,Lower middle income,2022,69.3010946755529,734.204117595357,618.84502765484,5.672232196208,6.598787079321806,High,Low Unemployment
324,,Lower middle income,2022,69.3010946755529,734.204117595357,618.84502765484,4.77300365505371,6.598787079321806,High,Low Unemployment
325,,Lower middle income,2022,69.3010946755529,734.204117595357,618.84502765484,,6.598787079321806,High,
326,,Lower middle income,2022,69.3010946755529,734.204117595357,618.84502765484,6.0139105551006,6.598787079321806,High,Low Unemployment
327,,Lower middle income,2022,69.3010946755529,2493.61487371356,5837.66878621092,4.50967085383543,7.821488693190536,High,Low Unemployment
328,,Lower middle income,2022,69.3010946755529,2493.61487371356,5837.66878621092,5.672232196208,7.821488693190536,High,Low Unemployment
329,,Lower middle income,2022,69.3010946755529,2493.61487371356,5837.66878621092,4.77300365505371,7.821488693190536,High,Low Unemployment
330,,Lower middle income,2022,69.3010946755529,2493.61487371356,5837.66878621092,,7.821488693190536,High,
331,,Lower middle income,2022,69.3010946755529,2493.61487371356,5837.66878621092,6.0139105551006,7.821488693190536,High,Low Unemployment
332,,Lower middle income,2022,69.3010946755529,2493.61487371356,40.264442766294,4.50967085383543,7.821488693190536,High,Low Unemployment
333,,Lower middle income,2022,69.3010946755529,2493.61487371356,40.264442766294,5.672232196208,7.821488693190536,High,Low Unemployment
334,,Lower middle income,2022,69.3010946755529,2493.61487371356,40.264442766294,4.77300365505371,7.821488693190536,High,Low Unemployment
335,,Lower middle income,2022,69.3010946755529,2493.61487371356,40.264442766294,,7.821488693190536,High,
336,,Lower middle income,2022,69.3010946755529,2493.61487371356,40.264442766294,6.0139105551006,7.821488693190536,High,Low Unemployment
337,,Lower middle income,2022,69.3010946755529,2493.61487371356,93.7196113288266,4.50967085383543,7.821488693190536,High,Low Unemployment
338,,Lower middle income,2022,69.3010946755529,2493.61487371356,93.7196113288266,5.672232196208,7.821488693190536,High,Low Unemployment
339,,Lower middle income,2022,69.3010946755529,2493.61487371356,93.7196113288266,4.77300365505371,7.821488693190536,High,Low Unemployment
340,,Lower middle income,2022,69.3010946755529,2493.61487371356,93.7196113288266,,7.821488693190536,High,
341,,Lower middle income,2022,69.3010946755529,2493.61487371356,93.7196113288266,6.0139105551006,7.821488693190536,High,Low Unemployment
342,,Lower middle income,2022,69.3010946755529,2493.61487371356,,4.50967085383543,7.821488693190536,High,Low Unemployment
343,,Lower middle income,2022,69.3010946755529,2493.61487371356,,5.672232196208,7.821488693190536,High,Low Unemployment
344,,Lower middle income,2022,69.3010946755529,2493.61487371356,,4.77300365505371,7.821488693190536,High,Low Unemployment
345,,Lower middle income,2022,69.3010946755529,2493.61487371356,,,7.821488693190536,High,
346,,Lower middle income,2022,69.3010946755529,2493.61487371356,,6.0139105551006,7.821488693190536,High,Low Unemployment
347,,Lower middle income,2022,69.3010946755529,2493.61487371356,618.84502765484,4.50967085383543,7.821488693190536,High,Low Unemployment
348,,Lower middle income,2022,69.3010946755529,2493.61487371356,618.84502765484,5.672232196208,7.821488693190536,High,Low Unemployment
349,,Lower middle income,2022,69.3010946755529,2493.61487371356,618.84502765484,4.77300365505371,7.821488693190536,High,Low Unemployment
350,,Lower middle income,2022,69.3010946755529,2493.61487371356,618.84502765484,,7.821488693190536,High,
351,,Lower middle income,2022,69.3010946755529,2493.61487371356,618.84502765484,6.0139105551006,7.821488693190536,High,Low Unemployment
352,,Lower middle income,2022,69.3010946755529,,5837.66878621092,4.50967085383543,,High,Low Unemployment
353,,Lower middle income,2022,69.3010946755529,,5837.66878621092,5.672232196208,,High,Low Unemployment
354,,Lower middle income,2022,69.3010946755529,,5837.66878621092,4.77300365505371,,High,Low Unemployment
355,,Lower middle income,2022,69.3010946755529,,5837.66878621092,,,High,
356,,Lower middle income,2022,69.3010946755529,,5837.66878621092,6.0139105551006,,High,Low Unemployment
357,,Lower middle income,2022,69.3010946755529,,40.264442766294,4.50967085383543,,High,Low Unemployment
358,,Lower middle income,2022,69.3010946755529,,40.264442766294,5.672232196208,,High,Low Unemployment
359,,Lower middle income,2022,69.3010946755529,,40.264442766294,4.77300365505371,,High,Low Unemployment
360,,Lower middle income,2022,69.3010946755529,,40.264442766294,,,High,
361,,Lower middle income,2022,69.3010946755529,,40.264442766294,6.0139105551006,,High,Low Unemployment
362,,Lower middle income,2022,69.3010946755529,,93.7196113288266,4.50967085383543,,High,Low Unemployment
363,,Lower middle income,2022,69.3010946755529,,93.7196113288266,5.672232196208,,High,Low Unemployment
364,,Lower middle income,2022,69.3010946755529,,93.7196113288266,4.77300365505371,,High,Low Unemployment
365,,Lower middle income,2022,69.3010946755529,,93.7196113288266,,,High,
366,,Lower middle income,2022,69.3010946755529,,93.7196113288266,6.0139105551006,,High,Low Unemployment
367,,Lower middle income,2022,69.3010946755529,,,4.50967085383543,,High,Low Unemployment
368,,Lower middle income,2022,69.3010946755529,,,5.672232196208,,High,Low Unemployment
369,,Lower middle income,2022,69.3010946755529,,,4.77300365505371,,High,Low Unemployment
370,,Lower middle income,2022,69.3010946755529,,,,,High,
371,,Lower middle income,2022,69.3010946755529,,,6.0139105551006,,High,Low Unemployment
372,,Lower middle income,2022,69.3010946755529,,618.84502765484,4.50967085383543,,High,Low Unemployment
373,,Lower middle income,2022,69.3010946755529,,618.84502765484,5.672232196208,,High,Low Unemployment
374,,Lower middle income,2022,69.3010946755529,,618.84502765484,4.77300365505371,,High,Low Unemployment
375,,Lower middle income,2022,69.3010946755529,,618.84502765484,,,High,
376,,Lower middle income,2022,69.3010946755529,,618.84502765484,6.0139105551006,,High,Low Unemployment
377,,Lower middle income,2022,69.3010946755529,10324.5193124329,5837.66878621092,4.50967085383543,9.242276861048913,High,Low Unemployment
378,,Lower middle income,2022,69.3010946755529,10324.5193124329,5837.66878621092,5.672232196208,9.242276861048913,High,Low Unemployment
379,,Lower middle income,2022,69.3010946755529,10324.5193124329,5837.66878621092,4.77300365505371,9.242276861048913,High,Low Unemployment
380,,Lower middle income,2022,69.3010946755529,10324.5193124329,5837.66878621092,,9.242276861048913,High,
381,,Lower middle income,2022,69.3010946755529,10324.5193124329,5837.66878621092,6.0139105551006,9.242276861048913,High,Low Unemployment
382,,Lower middle income,2022,69.3010946755529,10324.5193124329,40.264442766294,4.50967085383543,9.242276861048913,High,Low Unemployment
383,,Lower middle income,2022,69.3010946755529,10324.5193124329,40.264442766294,5.672232196208,9.242276861048913,High,Low Unemployment
384,,Lower middle income,2022,69.3010946755529,10324.5193124329,40.264442766294,4.77300365505371,9.242276861048913,High,Low Unemployment
385,,Lower middle income,2022,69.3010946755529,10324.5193124329,40.264442766294,,9.242276861048913,High,
386,,Lower middle income,2022,69.3010946755529,10324.5193124329,40.264442766294,6.0139105551006,9.242276861048913,High,Low Unemployment
387,,Lower middle income,2022,69.3010946755529,10324.5193124329,93.7196113288266,4.50967085383543,9.242276861048913,High,Low Unemployment
388,,Lower middle income,2022,69.3010946755529,10324.5193124329,93.7196113288266,5.672232196208,9.242276861048913,High,Low Unemployment
389,,Lower middle income,2022,69.3010946755529,10324.5193124329,93.7196113288266,4.77300365505371,9.242276861048913,High,Low Unemployment
390,,Lower middle income,2022,69.3010946755529,10324.5193124329,93.7196113288266,,9.242276861048913,High,
391,,Lower middle income,2022,69.3010946755529,10324.5193124329,93.7196113288266,6.0139105551006,9.242276861048913,High,Low Unemployment
392,,Lower middle income,2022,69.3010946755529,10324.5193124329,,4.50967085383543,9.242276861048913,High,Low Unemployment
393,,Lower middle income,2022,69.3010946755529,10324.5193124329,,5.672232196208,9.242276861048913,High,Low Unemployment
394,,Lower middle income,2022,69.3010946755529,10324.5193124329,,4.77300365505371,9.242276861048913,High,Low Unemployment
395,,Lower middle income,2022,69.3010946755529,10324.5193124329,,,9.242276861048913,High,
396,,Lower middle income,2022,69.3010946755529,10324.5193124329,,6.0139105551006,9.242276861048913,High,Low Unemployment
397,,Lower middle income,2022,69.3010946755529,10324.5193124329,618.84502765484,4.50967085383543,9.242276861048913,High,Low Unemployment
398,,Lower middle income,2022,69.3010946755529,10324.5193124329,618.84502765484,5.672232196208,9.242276861048913,High,Low Unemployment
399,,Lower middle income,2022,69.3010946755529,10324.5193124329,618.84502765484,4.77300365505371,9.242276861048913,High,Low Unemployment
400,,Lower middle income,2022,69.3010946755529,10324.5193124329,618.84502765484,,9.242276861048913,High,
401,,Lower middle income,2022,69.3010946755529,10324.5193124329,618.84502765484,6.0139105551006,9.242276861048913,High,Low Unemployment
402,MEA,"Middle East, North Africa, Afghanistan & Pakistan",2022,71.6917293154863,6430.53553485753,304.783955176052,8.23898776216766,8.768813100677582,High,Low Unemployment
403,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2022,71.0055315443397,3015.7557973385,137.178960567695,8.9382675467404,8.011605756797454,High,Low Unemployment
404,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2022,70.965432550888,3010.19656726913,135.665737678531,8.83598059809406,8.009760660351235,High,Low Unemployment
405,MIC,Middle income,2022,72.5172020330295,6248.00962014697,342.95024163684,5.43225929726469,8.740018231234561,High,Low Unemployment
406,NAC,North America,2022,77.8170599153732,74535.6365392629,11924.9482795516,3.83303148633239,11.219032632807098,High,Low Unemployment
407,,Not classified,2022,,46553.1150181383,5837.66878621092,4.50967085383543,10.74834919814921,,Low Unemployment
408,,Not classified,2022,,46553.1150181383,5837.66878621092,5.672232196208,10.74834919814921,,Low Unemployment
409,,Not classified,2022,,46553.1150181383,5837.66878621092,4.77300365505371,10.74834919814921,,Low Unemployment
410,,Not classified,2022,,46553.1150181383,5837.66878621092,,10.74834919814921,,
411,,Not classified,2022,,46553.1150181383,5837.66878621092,6.0139105551006,10.74834919814921,,Low Unemployment
412,,Not classified,2022,,46553.1150181383,40.264442766294,4.50967085383543,10.74834919814921,,Low Unemployment
413,,Not classified,2022,,46553.1150181383,40.264442766294,5.672232196208,10.74834919814921,,Low Unemployment
414,,Not classified,2022,,46553.1150181383,40.264442766294,4.77300365505371,10.74834919814921,,Low Unemployment
415,,Not classified,2022,,46553.1150181383,40.264442766294,,10.74834919814921,,
416,,Not classified,2022,,46553.1150181383,40.264442766294,6.0139105551006,10.74834919814921,,Low Unemployment
417,,Not classified,2022,,46553.1150181383,93.7196113288266,4.50967085383543,10.74834919814921,,Low Unemployment
418,,Not classified,2022,,46553.1150181383,93.7196113288266,5.672232196208,10.74834919814921,,Low Unemployment
419,,Not classified,2022,,46553.1150181383,93.7196113288266,4.77300365505371,10.74834919814921,,Low Unemployment
420,,Not classified,2022,,46553.1150181383,93.7196113288266,,10.74834919814921,,
421,,Not classified,2022,,46553.1150181383,93.7196113288266,6.0139105551006,10.74834919814921,,Low Unemployment
422,,Not classified,2022,,46553.1150181383,,4.50967085383543,10.74834919814921,,Low Unemployment
423,,Not classified,2022,,46553.1150181383,,5.672232196208,10.74834919814921,,Low Unemployment
424,,Not classified,2022,,46553.1150181383,,4.77300365505371,10.74834919814921,,Low Unemployment
425,,Not classified,2022,,46553.1150181383,,,10.74834919814921,,
426,,Not classified,2022,,46553.1150181383,,6.0139105551006,10.74834919814921,,Low Unemployment
427,,Not classified,2022,,46553.1150181383,618.84502765484,4.50967085383543,10.74834919814921,,Low Unemployment
428,,Not classified,2022,,46553.1150181383,618.84502765484,5.672232196208,10.74834919814921,,Low Unemployment
429,,Not classified,2022,,46553.1150181383,618.84502765484,4.77300365505371,10.74834919814921,,Low Unemployment
430,,Not classified,2022,,46553.1150181383,618.84502765484,,10.74834919814921,,
431,,Not classified,2022,,46553.1150181383,618.84502765484,6.0139105551006,10.74834919814921,,Low Unemployment
432,,Not classified,2022,,734.204117595357,5837.66878621092,4.50967085383543,6.598787079321806,,Low Unemployment
433,,Not classified,2022,,734.204117595357,5837.66878621092,5.672232196208,6.598787079321806,,Low Unemployment
434,,Not classified,2022,,734.204117595357,5837.66878621092,4.77300365505371,6.598787079321806,,Low Unemployment
435,,Not classified,2022,,734.204117595357,5837.66878621092,,6.598787079321806,,
436,,Not classified,2022,,734.204117595357,5837.66878621092,6.0139105551006,6.598787079321806,,Low Unemployment
437,,Not classified,2022,,734.204117595357,40.264442766294,4.50967085383543,6.598787079321806,,Low Unemployment
438,,Not classified,2022,,734.204117595357,40.264442766294,5.672232196208,6.598787079321806,,Low Unemployment
439,,Not classified,2022,,734.204117595357,40.264442766294,4.77300365505371,6.598787079321806,,Low Unemployment
440,,Not classified,2022,,734.204117595357,40.264442766294,,6.598787079321806,,
441,,Not classified,2022,,734.204117595357,40.264442766294,6.0139105551006,6.598787079321806,,Low Unemployment
442,,Not classified,2022,,734.204117595357,93.7196113288266,4.50967085383543,6.598787079321806,,Low Unemployment
443,,Not classified,2022,,734.204117595357,93.7196113288266,5.672232196208,6.598787079321806,,Low Unemployment
444,,Not classified,2022,,734.204117595357,93.7196113288266,4.77300365505371,6.598787079321806,,Low Unemployment
445,,Not classified,2022,,734.204117595357,93.7196113288266,,6.598787079321806,,
446,,Not classified,2022,,734.204117595357,93.7196113288266,6.0139105551006,6.598787079321806,,Low Unemployment
447,,Not classified,2022,,734.204117595357,,4.50967085383543,6.598787079321806,,Low Unemployment
448,,Not classified,2022,,734.204117595357,,5.672232196208,6.598787079321806,,Low Unemployment
449,,Not classified,2022,,734.204117595357,,4.77300365505371,6.598787079321806,,Low Unemployment
450,,Not classified,2022,,734.204117595357,,,6.598787079321806,,
451,,Not classified,2022,,734.204117595357,,6.0139105551006,6.598787079321806,,Low Unemployment
452,,Not classified,2022,,734.204117595357,618.84502765484,4.50967085383543,6.598787079321806,,Low Unemployment
453,,Not classified,2022,,734.204117595357,618.84502765484,5.672232196208,6.598787079321806,,Low Unemployment
454,,Not classified,2022,,734.204117595357,618.84502765484,4.77300365505371,6.598787079321806,,Low Unemployment
455,,Not classified,2022,,734.204117595357,618.84502765484,,6.598787079321806,,
456,,Not classified,2022,,734.204117595357,618.84502765484,6.0139105551006,6.598787079321806,,Low Unemployment
457,,Not classified,2022,,2493.61487371356,5837.66878621092,4.50967085383543,7.821488693190536,,Low Unemployment
458,,Not classified,2022,,2493.61487371356,5837.66878621092,5.672232196208,7.821488693190536,,Low Unemployment
459,,Not classified,2022,,2493.61487371356,5837.66878621092,4.77300365505371,7.821488693190536,,Low Unemployment
460,,Not classified,2022,,2493.61487371356,5837.66878621092,,7.821488693190536,,
461,,Not classified,2022,,2493.61487371356,5837.66878621092,6.0139105551006,7.821488693190536,,Low Unemployment
462,,Not classified,2022,,2493.61487371356,40.264442766294,4.50967085383543,7.821488693190536,,Low Unemployment
463,,Not classified,2022,,2493.61487371356,40.264442766294,5.672232196208,7.821488693190536,,Low Unemployment
464,,Not classified,2022,,2493.61487371356,40.264442766294,4.77300365505371,7.821488693190536,,Low Unemployment
465,,Not classified,2022,,2493.61487371356,40.264442766294,,7.821488693190536,,
466,,Not classified,2022,,2493.61487371356,40.264442766294,6.0139105551006,7.821488693190536,,Low Unemployment
467,,Not classified,2022,,2493.61487371356,93.7196113288266,4.50967085383543,7.821488693190536,,Low Unemployment
468,,Not classified,2022,,2493.61487371356,93.7196113288266,5.672232196208,7.821488693190536,,Low Unemployment
469,,Not classified,2022,,2493.61487371356,93.7196113288266,4.77300365505371,7.821488693190536,,Low Unemployment
470,,Not classified,2022,,2493.61487371356,93.7196113288266,,7.821488693190536,,
471,,Not classified,2022,,2493.61487371356,93.7196113288266,6.0139105551006,7.821488693190536,,Low Unemployment
472,,Not classified,2022,,2493.61487371356,,4.50967085383543,7.821488693190536,,Low Unemployment
473,,Not classified,2022,,2493.61487371356,,5.672232196208,7.821488693190536,,Low Unemployment
474,,Not classified,2022,,2493.61487371356,,4.77300365505371,7.821488693190536,,Low Unemployment
475,,Not classified,2022,,2493.61487371356,,,7.821488693190536,,
476,,Not classified,2022,,2493.61487371356,,6.0139105551006,7.821488693190536,,Low Unemployment
477,,Not classified,2022,,2493.61487371356,618.84502765484,4.50967085383543,7.821488693190536,,Low Unemployment
478,,Not classified,2022,,2493.61487371356,618.84502765484,5.672232196208,7.821488693190536,,Low Unemployment
479,,Not classified,2022,,2493.61487371356,618.84502765484,4.77300365505371,7.821488693190536,,Low Unemployment
480,,Not classified,2022,,2493.61487371356,618.84502765484,,7.821488693190536,,
481,,Not classified,2022,,2493.61487371356,618.84502765484,6.0139105551006,7.821488693190536,,Low Unemployment
482,,Not classified,2022,,,5837.66878621092,4.50967085383543,,,Low Unemployment
483,,Not classified,2022,,,5837.66878621092,5.672232196208,,,Low Unemployment
484,,Not classified,2022,,,5837.66878621092,4.77300365505371,,,Low Unemployment
485,,Not classified,2022,,,5837.66878621092,,,,
486,,Not classified,2022,,,5837.66878621092,6.0139105551006,,,Low Unemployment
487,,Not classified,2022,,,40.264442766294,4.50967085383543,,,Low Unemployment
488,,Not classified,2022,,,40.264442766294,5.672232196208,,,Low Unemployment
489,,Not classified,2022,,,40.264442766294,4.77300365505371,,,Low Unemployment
490,,Not classified,2022,,,40.264442766294,,,,
491,,Not classified,2022,,,40.264442766294,6.0139105551006,,,Low Unemployment
492,,Not classified,2022,,,93.7196113288266,4.50967085383543,,,Low Unemployment
493,,Not classified,2022,,,93.7196113288266,5.672232196208,,,Low Unemployment
494,,Not classified,2022,,,93.7196113288266,4.77300365505371,,,Low Unemployment
495,,Not classified,2022,,,93.7196113288266,,,,
496,,Not classified,2022,,,93.7196113288266,6.0139105551006,,,Low Unemployment
497,,Not classified,2022,,,,4.50967085383543,,,Low Unemployment
498,,Not classified,2022,,,,5.672232196208,,,Low Unemployment
499,,Not classified,2022,,,,4.77300365505371,,,Low Unemployment
500,,Not classified,2022,,,,,,,
501,,Not classified,2022,,,,6.0139105551006,,,Low Unemployment
502,,Not classified,2022,,,618.84502765484,4.50967085383543,,,Low Unemployment
503,,Not classified,2022,,,618.84502765484,5.672232196208,,,Low Unemployment
504,,Not classified,2022,,,618.84502765484,4.77300365505371,,,Low Unemployment
505,,Not classified,2022,,,618.84502765484,,,,
506,,Not classified,2022,,,618.84502765484,6.0139105551006,,,Low Unemployment
507,,Not classified,2022,,10324.5193124329,5837.66878621092,4.50967085383543,9.242276861048913,,Low Unemployment
508,,Not classified,2022,,10324.5193124329,5837.66878621092,5.672232196208,9.242276861048913,,Low Unemployment
509,,Not classified,2022,,10324.5193124329,5837.66878621092,4.77300365505371,9.242276861048913,,Low Unemployment
510,,Not classified,2022,,10324.5193124329,5837.66878621092,,9.242276861048913,,
511,,Not classified,2022,,10324.5193124329,5837.66878621092,6.0139105551006,9.242276861048913,,Low Unemployment
512,,Not classified,2022,,10324.5193124329,40.264442766294,4.50967085383543,9.242276861048913,,Low Unemployment
513,,Not classified,2022,,10324.5193124329,40.264442766294,5.672232196208,9.242276861048913,,Low Unemployment
514,,Not classified,2022,,10324.5193124329,40.264442766294,4.77300365505371,9.242276861048913,,Low Unemployment
515,,Not classified,2022,,10324.5193124329,40.264442766294,,9.242276861048913,,
516,,Not classified,2022,,10324.5193124329,40.264442766294,6.0139105551006,9.242276861048913,,Low Unemployment
517,,Not classified,2022,,10324.5193124329,93.7196113288266,4.50967085383543,9.242276861048913,,Low Unemployment
518,,Not classified,2022,,10324.5193124329,93.7196113288266,5.672232196208,9.242276861048913,,Low Unemployment
519,,Not classified,2022,,10324.5193124329,93.7196113288266,4.77300365505371,9.242276861048913,,Low Unemployment
520,,Not classified,2022,,10324.5193124329,93.7196113288266,,9.242276861048913,,
521,,Not classified,2022,,10324.5193124329,93.7196113288266,6.0139105551006,9.242276861048913,,Low Unemployment
522,,Not classified,2022,,10324.5193124329,,4.50967085383543,9.242276861048913,,Low Unemployment
523,,Not classified,2022,,10324.5193124329,,5.672232196208,9.242276861048913,,Low Unemployment
524,,Not classified,2022,,10324.5193124329,,4.77300365505371,9.242276861048913,,Low Unemployment
525,,Not classified,2022,,10324.5193124329,,,9.242276861048913,,
526,,Not classified,2022,,10324.5193124329,,6.0139105551006,9.242276861048913,,Low Unemployment
527,,Not classified,2022,,10324.5193124329,618.84502765484,4.50967085383543,9.242276861048913,,Low Unemployment
528,,Not classified,2022,,10324.5193124329,618.84502765484,5.672232196208,9.242276861048913,,Low Unemployment
529,,Not classified,2022,,10324.5193124329,618.84502765484,4.77300365505371,9.242276861048913,,Low Unemployment
530,,Not classified,2022,,10324.5193124329,618.84502765484,,9.242276861048913,,
